displayName,officialPosition,Total_Plays,Avg_POPS,Std_POPS
Leighton Vander Esch,OLB,4.0,0.30286056342217266,0.0
Leki Fotu,DT,35.0,0.305991953654986,0.018525554449343187
Leonard Floyd,OLB,126.0,0.3222466781465996,0.03793944391911623
Leonard Williams,DT,126.0,0.31885379673701925,0.03582134844597876
Lerentee McCray,DE,2.0,0.30286056342217266,0.0
Levi Onwuzurike,DE,21.0,0.3028605634221727,5.688200336284365e-17
Linval Joseph,NT,56.0,0.32177667854722597,0.03541955366448311
Logan Ryan,FS,6.0,0.33956452302060885,0.05690361571607294
Logan Wilson,ILB,16.0,0.32101336193556634,0.03911256004637334
Lorenzo Carter,OLB,71.0,0.3096878731418154,0.025144430489683862
M.J. Stewart,SS,1.0,0.30286056342217266,
Mackensie Alexander,CB,4.0,0.34492214591776715,0.04883971455270331
Malcolm Jenkins,SS,15.0,0.3077573241540373,0.018965072764873792
Malcolm Roach,DT,52.0,0.31503427618833907,0.03039941445228102
Malcolm Smith,MLB,6.0,0.30286056342217266,0.0
Malcom Brown,DT,48.0,0.30637270313497056,0.01702271396108613
Maliek Collins,DT,66.0,0.3352283968983552,0.045344532723440044
Malik Harrison,OLB,10.0,0.31147345630444273,0.027236358751025914
Malik Hooker,FS,1.0,0.3842377071836032,
Malik Jackson,DT,107.0,0.3253589210738683,0.04144179167602383
Malik McDowell,DT,86.0,0.3213403824753359,0.03904713042549851
Malik Reed,OLB,121.0,0.31283217006487457,0.03220225407019018
Marcell Harris,OLB,1.0,0.30286056342217266,
Marco Wilson,CB,1.0,0.30286056342217266,
Marcus Davenport,DE,32.0,0.325709578224214,0.04172384440770761
Marcus Epps,SS,1.0,0.3820158070728847,
Marcus Maye,FS,4.0,0.34841829287135495,0.05298021813744255
Margus Hunt,DT,4.0,0.30286056342217266,0.0
Mario Addison,DE,63.0,0.3152818229413291,0.030869877587980682
Mario Edwards,DT,32.0,0.3339102681681448,0.04650172313445422
Markus Bailey,ILB,1.0,0.30286056342217266,
Markus Golden,OLB,115.0,0.317699829630984,0.036619646491069864
Marlon Davidson,DT,31.0,0.31981364217638963,0.03979931126567182
Marlon Humphrey,CB,2.0,0.30286056342217266,0.0
Marlon Tuipulotu,DT,8.0,0.313438837948777,0.029919878604059463
Marquis Haynes,DE,15.0,0.31280110816449724,0.02627566820155188
Matt Ioannidis,DT,75.0,0.3346143603624911,0.04600380819703312
Matt Judon,OLB,105.0,0.325089774195026,0.042280505346325915
Matt Milano,OLB,15.0,0.3598475184084316,0.04351688672459704
Maurice Hurst,DT,2.0,0.30286056342217266,0.0
Maxx Crosby,DE,130.0,0.3212693518848529,0.03818095178059142
McTelvin Agim,DE,8.0,0.30286056342217266,0.0
Melvin Ingram,OLB,87.0,0.32095053717786537,0.03485044548290867
Micah Hyde,FS,4.0,0.3495494674541343,0.05441470667784504
Micah Kiser,ILB,2.0,0.34522064973376865,0.05990620856515395
Micah Parsons,OLB,64.0,0.32968303384767184,0.04086324984620631
Michael Brockers,DE,50.0,0.3170987380279919,0.037624047156682335
Michael Carter,CB,12.0,0.31243246951853765,0.03315805536836466
Michael Danna,DE,78.0,0.3166554134408251,0.03703740067886604
Michael Dogbe,DE,32.0,0.32493046734270736,0.04675598461035935
Michael Hoecht,DT,41.0,0.31908464050920304,0.034072978667060785
Michael Pierce,NT,16.0,0.3192185154604531,0.0364601314525487
Mike Edwards,FS,8.0,0.3253680258735272,0.04168570208992988
Mike Hilton,CB,16.0,0.3118067407127597,0.02490767151438094
Mike Pennel,NT,3.0,0.32685590777458123,0.0415611555634826
Mike Purcell,NT,24.0,0.314719002571388,0.034398970557318644
Milton Williams,DT,41.0,0.31136312738583743,0.02315183035531502
Minkah Fitzpatrick,SS,2.0,0.30286056342217266,0.0
Montez Sweat,DE,120.0,0.31457348190837353,0.03475225047655091
Montravius Adams,DE,24.0,0.30761041704528924,0.01609719831110564
Monty Rice,ILB,1.0,0.30286056342217266,
Morgan Fox,DE,85.0,0.3280567875022393,0.039093160826020865
Mykal Walker,ILB,3.0,0.3277697930475955,0.0431440512886322
Myles Garrett,DE,115.0,0.32742206300780347,0.04256434327391813
Myles Hartsfield,FS,1.0,0.39363475637484474,
Myles Jack,MLB,18.0,0.34861130115291195,0.04366094859330044
Naquan Jones,DT,35.0,0.3139984864896785,0.029591493612859576
Nate Hobbs,CB,1.0,0.30286056342217266,
Nathan Shepherd,DT,35.0,0.32060933965393945,0.037538564508898205
Ndamukong Suh,DE,130.0,0.3173074901974257,0.037990880303022986
Nicholas Williams,DE,61.0,0.3228265743662763,0.042926328959898855
Nick Bolton,ILB,13.0,0.3198778025387969,0.04154047507167603
Nick Bosa,DE,85.0,0.3295278851713335,0.04393171132055128
Nick Dzubnar,ILB,4.0,0.30286056342217266,0.0
Nick Kwiatkoski,ILB,1.0,0.30286056342217266,
Nick Scott,SS,1.0,0.39525575708416144,
Nick Vigil,OLB,8.0,0.33948939379189047,0.05292370345640516
Nik Needham,CB,5.0,0.30286056342217266,0.0
Odafe Oweh,OLB,113.0,0.32199827437812417,0.03961241044990078
Ogbonnia Okoronkwo,OLB,46.0,0.31139294528558276,0.024766538297732538
Olasunkanmi Adeniyi,OLB,59.0,0.3260631713543137,0.04316556352001801
Oren Burks,ILB,5.0,0.33201981889568505,0.0412556074698918
Osa Odighizuwa,DT,105.0,0.3224238615284041,0.03717500925236893
Oshane Ximines,OLB,41.0,0.3218894625518351,0.04023226270852594
P.J. Locke,FS,1.0,0.30286056342217266,
P.J. Williams,CB,4.0,0.30286056342217266,0.0
Pat O'Connor,DE,2.0,0.35057388164967473,0.06747682174315685
Patrick Queen,MLB,13.0,0.3214943545943126,0.0355711870317065
Patrick Surtain,CB,1.0,0.30286056342217266,
Payton Turner,DE,53.0,0.32778612150944364,0.04486480711526737
Pernell McPhee,OLB,52.0,0.3200803616843451,0.03517213047691866
Pete Werner,OLB,11.0,0.3275494119335029,0.043902933050441885
Poona Ford,NT,93.0,0.32913166749264494,0.0389535678364139
Preston Smith,OLB,96.0,0.33158887085461786,0.047282542366207145
Quandre Diggs,FS,1.0,0.39556769737204633,
Quincy Roche,OLB,23.0,0.31193533428516507,0.030880315216568224
Quincy Williams,OLB,8.0,0.3321889536999441,0.0405254519023572
Quinnen Williams,NT,85.0,0.32567385483061284,0.03884776944692947
Quinton Bohanna,DT,21.0,0.3079094067399749,0.023136706675800776
Quinton Jefferson,DT,90.0,0.3216055449155053,0.035851417056258494
Raekwon Davis,NT,22.0,0.31338688597913866,0.03599353550161321
Rakeem Nunez-Roches,DT,59.0,0.3187832100098201,0.03252921854660436
Randy Gregory,DE,84.0,0.33553056178696994,0.049409825741287855
Rashaan Evans,ILB,4.0,0.30286056342217266,0.0
Rashan Gary,OLB,123.0,0.3220425262280923,0.03882613765610753
Rashard Lawrence,NT,23.0,0.3187479737302624,0.03678184545934839
Rasheem Green,DE,142.0,0.32016811638604276,0.038118136318994
Raymond Johnson,DE,12.0,0.3122979252687938,0.03269198041551944
Rayshawn Jenkins,SS,5.0,0.3186169990651534,0.03523246118080569
Reggie Ragland,ILB,6.0,0.32987768821212926,0.041878241115452415
Reginald McKenzie,G,2.0,0.30286056342217266,0.0
Ricardo Allen,SS,2.0,0.3421330716153459,0.05553971371519409
Richard Sherman,CB,2.0,0.30286056342217266,0.0
Robert Alford,CB,1.0,0.30286056342217266,
Robert Nkemdiche,DT,35.0,0.3130697450700292,0.03057178318034382
Robert Quinn,OLB,82.0,0.3262707359283479,0.03844755948717881
Robert Spillane,OLB,5.0,0.3470475041266742,0.040569685414824676
Roderic Teamer,CB,1.0,0.30286056342217266,
Romeo Okwara,OLB,27.0,0.3150942047151259,0.03013797230956307
Ronnie Harrison,SS,3.0,0.30286056342217266,0.0
Roquan Smith,ILB,20.0,0.31331575193348604,0.032797762642791814
Ross Blacklock,DT,43.0,0.32522340143951695,0.03709451496905719
Ross Cockrell,CB,17.0,0.30286056342217266,0.0
Roy Lopez,DT,44.0,0.30510630031212926,0.01489653328369197
Roy Robertson-Harris,DT,40.0,0.31719631209040056,0.03390572753940142
Rudy Ford,SS,4.0,0.3227964063311448,0.03987168581794431
Ryan Kerrigan,DE,42.0,0.32380142388123606,0.038806174773377625
Sam Eguavoen,ILB,43.0,0.33675376607826113,0.041683861029406
Sam Franklin,SS,3.0,0.3300863416829514,0.04715643122327308
Sam Hubbard,DE,140.0,0.3120787616927237,0.02824276411317154
Sam Kamara,OLB,11.0,0.3028605634221727,5.822058658345462e-17
Samson Ebukam,DE,53.0,0.31772495335598294,0.03146570787900044
Sean Chandler,SS,4.0,0.33025725988105753,0.05479339291776983
Sebastian Joseph,NT,112.0,0.3126643606676455,0.030655152790140135
Shaka Toney,DE,1.0,0.30286056342217266,
Shamar Stephen,DE,35.0,0.31511331142886967,0.0351082773602192
Shaq Lawson,DE,67.0,0.30892528788975504,0.024349745092089765
Shaq Thompson,OLB,11.0,0.32280068003088225,0.04533606641742199
Shaquil Barrett,OLB,135.0,0.3219769023174811,0.04106801354985729
Shaquille Leonard,MLB,13.0,0.34011464459635377,0.042623434988513724
Sharif Finch,OLB,1.0,0.30286056342217266,
Shelby Harris,DE,99.0,0.3167288134750963,0.03447752546181863
Sheldon Day,DT,2.0,0.30286056342217266,0.0
Sheldon Rankins,DT,89.0,0.31253159891417376,0.02481288651481054
Sheldon Richardson,DT,82.0,0.31806201474120416,0.034661527380526226
Shy Tuttle,DT,52.0,0.3085554809128045,0.020763990616522322
Sione Takitaki,OLB,2.0,0.30286056342217266,0.0
Solomon Thomas,DT,79.0,0.32325537348819666,0.03920027426098174
Star Lotulelei,DT,50.0,0.3172069064483146,0.0357759385473939
Stephen Weatherly,OLB,20.0,0.32866796224384737,0.04601002529239499
Steve McLendon,NT,32.0,0.32240310928851124,0.042863692141903074
Steven Means,OLB,73.0,0.3172558503932176,0.03522530681048218
T.J. Edwards,ILB,1.0,0.4039413651454432,
T.J. Watt,OLB,105.0,0.3247083968309768,0.040372955986755325
Ta'Quon Graham,DE,20.0,0.31260828746589936,0.030651250417057095
Taco Charlton,DE,4.0,0.30286056342217266,0.0
Tae Crowder,ILB,16.0,0.31817425314046877,0.03310588857882651
Takkarist McKinley,DE,67.0,0.3288774392471929,0.04250424854787908
Talanoa Hufanga,SS,2.0,0.30286056342217266,0.0
Tanner Vallejo,ILB,2.0,0.3383592789949156,0.050202765009798075
Tanoh Kpassagnon,DE,69.0,0.3179788867925601,0.03588594942305454
Tarell Basham,DE,78.0,0.3162054434734461,0.03235274464231742
Taron Johnson,CB,2.0,0.30286056342217266,0.0
Tarron Jackson,DE,19.0,0.3086302156357857,0.025149330938514725
Tashawn Bower,DE,1.0,0.30286056342217266,
Taven Bryan,DT,14.0,0.3086795953988038,0.02177282397923564
Tavierre Thomas,CB,3.0,0.30286056342217266,0.0
Tavon Young,CB,7.0,0.3195548939327377,0.04416904683567313
Taylor Rapp,FS,5.0,0.33905205982584585,0.049564682204842225
Taylor Stallworth,DT,17.0,0.3066150878018707,0.015480300591451534
Teair Tart,DT,37.0,0.3151975716333448,0.028918376001977084
Tedarrell Slaton,DT,11.0,0.3105525459143628,0.02551141982057754
Terrell Edmunds,SS,2.0,0.30286056342217266,0.0
Terrell Lewis,OLB,100.0,0.3122276057128999,0.028848821503653723
Tershawn Wharton,DT,53.0,0.326015434398718,0.04307749182567106
Tevaughn Campbell,CB,2.0,0.30286056342217266,0.0
Tim Settle,DT,25.0,0.3242883043382055,0.035467372413474266
Tim Ward,DE,17.0,0.3088837089187459,0.024834065080834862
Torry McTyer,CB,1.0,0.30286056342217266,
Tracy Walker,FS,6.0,0.31579406183295644,0.03168047169551748
Tre Herndon,CB,4.0,0.30286056342217266,0.0
Tre Norwood,FS,4.0,0.30286056342217266,0.0
Tre'Davious White,CB,1.0,0.30286056342217266,
Tremaine Edmunds,MLB,11.0,0.3028605634221727,5.822058658345462e-17
Trent Harris,OLB,2.0,0.30286056342217266,0.0
Trevis Gipson,OLB,46.0,0.3123891718111024,0.032558556688929687
Trey Flowers,OLB,54.0,0.31587644795393793,0.032405631525180195
Trey Hendrickson,DE,131.0,0.3175433402320259,0.034168718680275864
Troy Hill,CB,6.0,0.3329069578137056,0.04686998489343043
Troy Reeder,ILB,12.0,0.3364514519480278,0.042018464093161685
Tyeler Davison,DT,31.0,0.31028446819492345,0.02883097645252555
Tyler Lancaster,NT,23.0,0.32680638820838065,0.03758713459896518
Tyquan Lewis,DE,95.0,0.31939929743394785,0.03652289554026236
Tyrann Mathieu,SS,8.0,0.31397794581553473,0.03144470591756093
Tyson Alualu,DE,30.0,0.3410110057907379,0.05122497935300029
Tyus Bowser,OLB,69.0,0.32451122369086044,0.041573632671667055
Uchenna Nwosu,OLB,67.0,0.31896444638137184,0.04082447776305998
Ugochukwu Amadi,FS,4.0,0.30286056342217266,0.0
Vernon Butler,DT,32.0,0.3163526410228963,0.03228398003818997
Victor Dimukeje,OLB,4.0,0.30286056342217266,0.0
Vincent Taylor,DT,5.0,0.35682271279835664,0.053539749406518525
Vita Vea,NT,119.0,0.33850658447736237,0.04376002527562243
Von Miller,OLB,95.0,0.3276243109242255,0.04351768336781416
Vonn Bell,SS,7.0,0.3752395246884862,0.036424207874352396
Whitney Mercilus,DE,76.0,0.3174615248164986,0.03659224793661366
Will Harris,SS,2.0,0.30286056342217266,0.0
William Gholston,DE,66.0,0.3229469484977221,0.03901620535137312
Willie Gay,OLB,4.0,0.3567275524141858,0.07040385323162458
Woodrow Hamilton,DT,1.0,0.30286056342217266,
Wyatt Ray,DE,45.0,0.3204159624121473,0.03856777112520048
Xavier Woods,FS,1.0,0.30286056342217266,
Yannick Ngakoue,DE,126.0,0.3220890194775893,0.03734100356956287
Yetur Gross-Matos,DE,31.0,0.32992323209658136,0.04488248654921282
Za'Darius Smith,OLB,4.0,0.322207989736138,0.03869485262793074
Zach Allen,DE,76.0,0.31016288300120065,0.02363073727838655
Zach Cunningham,ILB,3.0,0.3457123892452095,0.03719800623829741
Zach Kerr,DT,7.0,0.3383481757215006,0.06491590037374764
Zach Sieler,DT,40.0,0.3380739654885535,0.041782611979416795
Zack Baun,OLB,5.0,0.3337763447539467,0.04264875492491915
Zaven Collins,ILB,7.0,0.30286056342217266,0.0
